"catalogNumber","scientificName","country","locality","minimumAltitudeInMeters","eventDate","recordedBy","otherCatalogNumbers","specimen_image","cover_image","cover_barcode","sheet_type","latitude","longitude","formatted_address"
"FI-HCI-00034209","cynapium","Italia","Italiae Superioris. Lungo i fossati tra Reggiolo e Guastalla (Prov. di Reggio).","",1883,"U. Martelli","FI-HCI-00034209","/CP1_20240402_BATCH_0001/FI-HCI-00034209.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021687.jpg","Folder-FI-HCI-0021687","Multisheet",44.9178069,10.802569,"42046 reggiolo, province of reggio emilia, italy"
"FI-HCI-00034210","cynapium","Italia","Italiae Superioris. Lungo i fossati tra Reggiolo e Guastalla (Prov. di Reggio).","",1883,"U. Martelli","FI-HCI-00034210","/CP1_20240402_BATCH_0001/FI-HCI-00034210.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.9178069,10.802569,"42046 reggiolo, province of reggio emilia, italy"
"FI-HCI-00034211","cynapium","","Lungo i fossati tra Reggiolo e Guastalla prov. di Reggio Emilia.","",1883,"Prof. R. Pirotta","FI-HCI-00034211","/CP1_20240402_BATCH_0001/FI-HCI-00034211.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.7030966,10.6346153,"reggio emilia, province of reggio emilia, italy"
"FI-HCI-00034212","cynapium","","Alta Lunigiana. La Villa di Comano (MS), loc. La Maceria sotto la Villa.","370 m",1991,"E. Ferrari","FI-HCI-00034212","/CP1_20240402_BATCH_0001/FI-HCI-00034212.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","Multisheet",44.2916586,10.1304125,"54015 comano, province of massa and carrara, italy"
"FI-HCI-00034213","","","","",,"collector unknown","FI-HCI-00034213","/CP1_20240402_BATCH_0001/FI-HCI-00034213.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","Multisheet",,,
"FI-HCI-00034214","cynapium","","Monte Senario.","",1865,"ex herb. R. Musei Florentini","FI-HCI-00034214","/CP1_20240402_BATCH_0001/FI-HCI-00034214.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.8953064,11.3332275,"via di montesenario, 3474/a, 50036 bivigliano fi, italy"
"FI-HCI-00034215","Aethusa Cynapium L.","","Luoghi salvatici della reg. sup.re del castagno. Prataglia nell'Appennino del Casentino","",1867,"Parlatore, Filippo","FI-HCI-00034215","/CP1_20240402_BATCH_0001/FI-HCI-00034215.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.7946604,11.8778476,"52010 badia prataglia, province of arezzo, italy"
"FI-HCI-00034216","Aethusa cynapium Lin.","","In pratis siccis ae*","",,"Puccinelli, Benedetto","FI-HCI-00034216","/CP1_20240402_BATCH_0001/FI-HCI-00034216.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",,,
"FI-HCI-00034217","Aethus Cynapium Mert.","","Legi in penn. a Tereglio.","",1842,"Giannini, Giovanni Andrea Ansano","FI-HCI-00034217","/CP1_20240402_BATCH_0001/FI-HCI-00034217.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.0589945,10.5676939,"55025 tereglio, province of lucca, italy"
"FI-HCI-00034218","Aethusa Cynapium.","","Tereglio.","",,"Giannini, Giovanni Andrea Ansano","FI-HCI-00034218","/CP1_20240402_BATCH_0001/FI-HCI-00034218.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.0589945,10.5676939,"55025 tereglio, province of lucca, italy"
"FI-HCI-00034219","Aetusa cynapium L.","","Nei campi dei contorni di Lucca all'Acquacalda.","",1859,"Beccari, Odoardo","FI-HCI-00034219","/CP1_20240402_BATCH_0001/FI-HCI-00034219.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.8430391,10.5156532,"55100 lucca, province of lucca, italy"
"FI-HCI-00034220","Aetusa Cinapium L","","S. Marcello nell'App. Pist.","",1857,"collector unknown","FI-HCI-00034220","/CP1_20240402_BATCH_0001/FI-HCI-00034220.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",,,
"FI-HCI-00034221","AEthusa Cynapium L.","","Bagni di lucca","",1869,"collector unknown","FI-HCI-00034221","/CP1_20240402_BATCH_0001/FI-HCI-00034221.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.0109047,10.5916199,"55022 bagni di lucca, province of lucca, italy"
"FI-HCI-00034222","","","","",,"collector unknown","FI-HCI-00034222","/CP1_20240402_BATCH_0001/FI-HCI-00034222.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","Multisheet",,,
"FI-HCI-00034224","AEthusa Cynapium L.","","Alla Verna luogo ombroso al Sasso della Regina","",1895,"Gemmi, G.","FI-HCI-00034224","/CP1_20240402_BATCH_0001/FI-HCI-00034224.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.6276264,11.9223118,"sasso della regina, 52010 subbiano ar, italy"
"FI-HCI-00034225","Aethusa cynapium L. var. domestica wallr.","","TOSCANA - Alta valle del Taverone (Alta Lunigiana). Orto.","",1952,"Ferrarini, Erminio","FI-HCI-00034225","/CP1_20240402_BATCH_0001/FI-HCI-00034225.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.25151603184,10.0164054289179,"torrente taverone, 54016 licciana nardi ms, italy"
"FI-HCI-00034226","Aetusa Cynapium L","","Garfagnana, nel paese di Valli di Sopra, fra le maceríe.","",1889,"Fantozzi, Pietro","FI-HCI-00034226","/CP1_20240402_BATCH_0001/FI-HCI-00034226.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",44.1139047,10.3947116,"garfagnana, lu, italy"
"FI-HCI-00034227","Aethusa Cynapium L.","Italia","APPENINO ARETINO, Badia Prataglia. Suolo siliceo (macigno)","850 m",1917,"Fiori, Adriano","FI-HCI-00034227","/CP1_20240402_BATCH_0001/FI-HCI-00034227.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.7946604,11.8778476,"52010 badia prataglia, province of arezzo, italy"
"FI-HCI-00034228","Aethusa Cynapium L.","","Monte Senario","",1867,"Bucci, Angiolo","FI-HCI-00034228","/CP1_20240402_BATCH_0001/FI-HCI-00034228.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.8953064,11.3332275,"via di montesenario, 3474/a, 50036 bivigliano fi, italy"
"FI-HCI-00034229","","","Monte Senario","",1868,"Bucci, Angiolo","FI-HCI-00034229","/CP1_20240402_BATCH_0001/FI-HCI-00034229.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.8953064,11.3332275,"via di montesenario, 3474/a, 50036 bivigliano fi, italy"
"FI-HCI-00034230","Aethusa Cynapium L. for. cynapioides (M.B.)","","Gardino incolto del R. Museo di St. Nat. di Firenze.","",1904,"Pampanini R.","FI-HCI-00034230","/CP1_20240402_BATCH_0001/FI-HCI-00034230.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021688.jpg","Folder-FI-HCI-0021688","",43.7626841,11.2663504,"giardino dell'iris, via michelangelo buonarroti, 82, 50125 firenze fi, italy"
"FI-HCI-00034231","Aethusa Cynapium L. var: domestica Wallr. Fiori II 62 420","","a M. Petrano.  ","",1950,"Bettini, Angelo","FI-HCI-00034231","/CP1_20240402_BATCH_0001/FI-HCI-00034231.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021689.jpg","Folder-FI-HCI-0021689","",,,
"FI-HCI-00034232","","","Legit in Mt. Volubrio alle Svolte","",1841,"MARZIALETTI, Dominicus","FI-HCI-00034232","/CP1_20240402_BATCH_0001/FI-HCI-00034232.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021689.jpg","Folder-FI-HCI-0021689","Multisheet",,,
"FI-HCI-00034233","","","","",,"collector unknown","FI-HCI-00034233","/CP1_20240402_BATCH_0001/FI-HCI-00034233.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021689.jpg","Folder-FI-HCI-0021689","Multisheet",,,
"FI-HCI-00034234","Aethus cynapium","","PIORACO (dintorni). Regione Marche.","",1978,"ANZALONE, B.","FI-HCI-00034234","/CP1_20240402_BATCH_0001/FI-HCI-00034234.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021689.jpg","Folder-FI-HCI-0021689","",43.1784962,12.9845878,"62025 pioraco, province of macerata, italy"
"FI-HCI-00034235","Aethusa Cynapium L.","","Valleé de Djimil (Lazistan). Terrains incultes.","",1866,"Balansa B.","FI-HCI-00034235","/CP1_20240402_BATCH_0001/FI-HCI-00034235.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021690.jpg","Folder-FI-HCI-0021690","",,,
"FI-HCI-00034236","Aethusa Cynapium L.","","Caucasus","",,"Wilhelms","FI-HCI-00034236","/CP1_20240402_BATCH_0001/FI-HCI-00034236.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021691.jpg","Folder-FI-HCI-0021691","",43.5851814,45,"caucasus"
"FI-HCI-00034237","AEthusa cynapium L. var. cynapioides (M.B.)","","Imeretia; in agris juxta pagum Orbeli ad rip. dextr. fl. Ladjanura, Phasis tributarii.","560-600 m",1890,"Sommier, S.; Levier, E.","FI-HCI-00034237","/CP1_20240402_BATCH_0001/FI-HCI-00034237.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021691.jpg","Folder-FI-HCI-0021691","",27.6648274,-81.5157535,"florida, usa"
"FI-HCI-00034238","AEthusa cynapium L. var. cynapioides (M.B.)","","Colchis - ad flumen P! (Rion) prope pagum Alpana.","",1890,"Sommier, S.; Levier, E.","FI-HCI-00034238","/CP1_20240402_BATCH_0001/FI-HCI-00034238.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021691.jpg","Folder-FI-HCI-0021691","",,,
"FI-HCI-00034239","AEthusa cynapium L. Gren. et Godron fl. francaise 25 p. 712","","Champs incultes à Montférrand (Doubs) sur alluvions calcaires. Env. 960 m. alt.","960 m",1877,"C. Flagey","FI-HCI-00034239","/CP1_20240402_BATCH_0001/FI-HCI-00034239.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",46.9276,6.349001,"25300 doubs, france"
"FI-HCI-00034240","Aethusa cynapium L.","","CHERBOURG.","",1863,"A. Le Jolis","FI-HCI-00034240","/CP1_20240402_BATCH_0001/FI-HCI-00034240.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","Multisheet",-26.290015,151.9538432,"cherbourg qld, australia"
"FI-HCI-00034241","","","","",,"collector unknown","FI-HCI-00034241","/CP1_20240402_BATCH_0001/FI-HCI-00034241.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","Multisheet",,,
"FI-HCI-00034242","Aethus Cynapium L.","Estonia","In ruderatis. Võru.","",1928,"W. Reinthal","FI-HCI-00034242","/CP1_20240402_BATCH_0001/FI-HCI-00034242.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",57.8425017,27.0059657,"võru, võru county, estonia"
"FI-HCI-00034243","Aethus cynapium L.","Germany","Mittel-Deutschland: Mittleres Weser-Gebiet. Holzberg. b. Stadholdendorf","",1894,"H. Wolff","FI-HCI-00034243","/CP1_20240402_BATCH_0001/FI-HCI-00034243.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",51.8469444,9.6372222,"holzberg, 37627 wangelnstedt, germany"
"FI-HCI-00034244","Aethusa Cynapium L.","","! bei Sütteldorf !","",1869,"C. Marchesetti","FI-HCI-00034244","/CP1_20240402_BATCH_0001/FI-HCI-00034244.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",,,
"FI-HCI-00034245","AEthusa cynapium Lin","","In sepibus. Pyrenaei. Borgenères de Luchon 612 met.","612 m",,"Franqueville","FI-HCI-00034245","/CP1_20240402_BATCH_0001/FI-HCI-00034245.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",42.788963,0.592943,"31110 bagnères-de-luchon, france"
"FI-HCI-00034246","Aethusa Cynapium","","Ouessant.","",,"Bachelot de la Pylaie, Auguste Jean Marie","FI-HCI-00034246","/CP1_20240402_BATCH_0001/FI-HCI-00034246.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",48.4613624,-5.0913948,"ushant, france"
"FI-HCI-00034247","","","Bex.","",1834,"Parlatore, Filippo","FI-HCI-00034247","/CP1_20240402_BATCH_0001/FI-HCI-00034247.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",,,
"FI-HCI-00034248","Aethusa Cynapium L. var. β elatum.","","An Ufern, auf Schutt, in Gebüschen bei Coblenz nicht selten. Ex. aus dem Lahnthal bei Niederlahnstein.","",1855,"Wirtgen, Philipp Wilhelm","FI-HCI-00034248","/CP1_20240402_BATCH_0001/FI-HCI-00034248.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",50.3158239,7.5980818,"niederlahnstein, 56112 lahnstein, germany"
"FI-HCI-00034249","Aethusa Cynapium L.","","Gothembourg.","",1873,"A. P. Winslow","FI-HCI-00034249","/CP1_20240402_BATCH_0001/FI-HCI-00034249.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",57.70887,11.97456,"gothenburg, sweden"
"FI-HCI-00034250","Aethusa Cynapium L.","","Preston. Weymouth.","",1857,"Groves H.","FI-HCI-00034250","/CP1_20240402_BATCH_0001/FI-HCI-00034250.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",50.6347568,-2.4316986,"preston rd, weymouth, uk"
"FI-HCI-00034251","Aethusa segetalis","Czech Republic","Moravia. In arvis inter segetes prope Wsetin.","",,"Bubela","FI-HCI-00034251","/CP1_20240402_BATCH_0001/FI-HCI-00034251.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",49.3389251,17.9938523,"755 01 vsetin-vsetín 1, czechia"
"FI-HCI-00034252","Aethusa cynapioides. Marschall Bieberst. Fl. Taur. Caucas. I. p. 227. (1808). / Syn. Aethusa Cynapium var. elatior Neilr. Fl. v. Nied. Oest. p. 622. (1859).","Austria","Flora exsiccata Austro-Hungarica / Austria inferior. In dumetis agri Vindobonensis; 200 mt s. m.","200 m.",,"Wołoszczak, Eustach","FI-HCI-00034252","/CP1_20240402_BATCH_0001/FI-HCI-00034252.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","",48.108077,15.8049558,"lower austria, austria"
"FI-HCI-00034253","Aethusa Cynapium. Linné Spec. plant. ed. I. p. 256. (1753).","Austria","Flora exsiccata Austro-Hungarica / Austria superior. In cultis et dumetis ad Aistersheim; 350 mt. s. m.","350 m.",,"Keck","FI-HCI-00034253","/CP1_20240402_BATCH_0001/FI-HCI-00034253.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","Multisheet",48.1869781,13.7418034,"4676 aistersheim, austria"
"FI-HCI-00034254","","","","",,"collector unknown","FI-HCI-00034254","/CP1_20240402_BATCH_0001/FI-HCI-00034254.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021692.jpg","Folder-FI-HCI-0021692","Multisheet",,,
"FI-HCI-00034255","AEthusa Cynapium L. Sp., éd. 2, 367. - G. G. f. fr. I, 712. - Cariot, Et. fl. éd. 5, II, 257.","","Aveize (Rhône): champs.","",1878,"F.re Faustinien","FI-HCI-00034255","/CP1_20240402_BATCH_0001/FI-HCI-00034255.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",45.683186,4.476619,"69610 aveize, france"
"FI-HCI-00034256","AEthusa cynapium L.","","Lot: Serignac: Terres cultivées; jardins. Sol. calc. altit. 250.","250",1897,"BACH, V.","FI-HCI-00034256","/CP1_20240402_BATCH_0001/FI-HCI-00034256.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",44.43477,1.103575,"46700 sérignac, france"
"FI-HCI-00034257","Aethusa cynapioides MB.","","Flora Vindobonnensis / In nemorosis. Augarten.","",1867,"Dr. A. L. Reuss","FI-HCI-00034257","/CP1_20240402_BATCH_0001/FI-HCI-00034257.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",48.2261111,16.3766668,"augarten, 1020 wien, austria"
"FI-HCI-00034258","Aethusa Cynapium L.","United Kingdom","England. Ramsgate, fields.","",1857,"T. C.","FI-HCI-00034258","/CP1_20240402_BATCH_0001/FI-HCI-00034258.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",51.335545,1.419895,"ramsgate, uk"
"FI-HCI-00034259","AEthusa cynapium. Lin.","Belgium","Tirlemont (Brabant).","",1863,"Armand Thielens","FI-HCI-00034259","/CP1_20240402_BATCH_0001/FI-HCI-00034259.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",50.8096628,4.9371045,"3300 tienen, belgium"
"FI-HCI-00034260","Aethusa cynapioides. M.B. Fl. taur. cauc. I. p. 227. / A Cynapium. L. sp. p. 256. var. elatior. Döll, rhein. Fl. p. 715.","Austria","In nemoribus ad Weidling, Austriae inf.","",,"E. De Halacsy","FI-HCI-00034260","/CP1_20240402_BATCH_0001/FI-HCI-00034260.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",47.516231,14.550072,"austria"
"FI-HCI-00034261","Aethusa cynapium L. v. prussica Baenitz.","","Köningsberg: In einem Garten des Steindamms.","",1873,"Baenitz C.","FI-HCI-00034261","/CP1_20240402_BATCH_0001/FI-HCI-00034261.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",,,
"FI-HCI-00034262","Aethusa cynapioides MB.","","Flora Vindobonnensis / In nemorosis Hütteldorf.","",1868,"A. L. Reuss","FI-HCI-00034262","/CP1_20240402_BATCH_0001/FI-HCI-00034262.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","Multisheet",48.2096198,16.2713345,"hütteldorf, vienna, austria"
"FI-HCI-00034263","","","","",,"collector unknown","FI-HCI-00034263","/CP1_20240402_BATCH_0001/FI-HCI-00034263.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","Multisheet",,,
"FI-HCI-00034264","Aethusa cynapioides. M.v.B.","","Maruffald*.","",1868,"Wołoszczak, Eustach","FI-HCI-00034264","/CP1_20240402_BATCH_0001/FI-HCI-00034264.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",,,
"FI-HCI-00034265","Aethusa segetalis Bg.","","Dep.t de l'Allier / Champs sablonneux. Iseure [Yzeure].","",1892,"H. Bourdot","FI-HCI-00034265","/CP1_20240402_BATCH_0001/FI-HCI-00034265.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",46.566314,3.354775,"03400 yzeure, france"
"FI-HCI-00034266","segetum","","Gleizé (Rhône). Gallica.","",1877,"M. Gandoger","FI-HCI-00034266","/CP1_20240402_BATCH_0001/FI-HCI-00034266.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",45.988917,4.696849,"69400 gleizé, france"
"FI-HCI-00034268","cynapium","","Miitelrheinische.? Aecker zn Linz am Rhein. Lina z/Rhein, im Monat.","",1888,"M. Melsheimer","FI-HCI-00034268","/CP1_20240402_BATCH_0001/FI-HCI-00034268.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",50.568141,7.284787,"53 linz am rhein, germany"
"FI-HCI-00034269","cynapium","","Scania: Harlósa. Suecica.?","",1911,"Otto R. Holmberg","FI-HCI-00034269","/CP1_20240402_BATCH_0001/FI-HCI-00034269.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",55.7175057,13.5246448,"harlösa, sweden"
"FI-HCI-00034270","cynapium","","Dresden: Stoppelfelder.","",1883,"Lodny","FI-HCI-00034270","/CP1_20240402_BATCH_0001/FI-HCI-00034270.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",51.0504088,13.7372621,"01 dresden, germany"
"FI-HCI-00034271","cynapioides","Austria","In nemoribus ad Baumgarten (Marchfeld) Austriae inf.","",1874,"Dr. Halacsy","FI-HCI-00034271","/CP1_20240402_BATCH_0001/FI-HCI-00034271.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",47.7380714,16.5013029,"baumgarten, austria"
"FI-HCI-00034272","cynapium","","Scandinavicae. Vesteiz*: Skana.","",1887,"Hj. Östergren","FI-HCI-00034272","/CP1_20240402_BATCH_0001/FI-HCI-00034272.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",62.2786475,12.3401708,"scandinavia"
"FI-HCI-00034273","cynapium","Germany","Märkisch-Wilmersdorf, N of Trebbin (Land Brandenburg).","70 m",1990,"H. Kraft; Th. Raus; H. Scholz","FI-HCI-00034273","/CP1_20240402_BATCH_0001/FI-HCI-00034273.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",52.2364128,13.290249,"trebbin-märkisch wilmersdorf, germany"
"FI-HCI-00034274","cynapium","","Bohemiae et Moraviae.? Böhmen, Duppau: An Gebüsch bei Koslau.","",1926,"Joh. Stelzhamer","FI-HCI-00034274","/CP1_20240402_BATCH_0001/FI-HCI-00034274.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021693.jpg","Folder-FI-HCI-0021693","",50.0617435,10.6720034,"97486 königsberg-köslau, germany"
"FI-HCI-00034275","cynapium","","Lycheri* in M.: Aecher.","",1883,"Heiland","FI-HCI-00034275","/CP1_20240402_BATCH_0001/FI-HCI-00034275.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",,,
"FI-HCI-00034276","cynapium","Germany","Braunschweig. Stoppelfelder am Rieseberge.","",1882,"E. Krummel","FI-HCI-00034276","/CP1_20240402_BATCH_0001/FI-HCI-00034276.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",52.2677907,10.5245656,"38 braunschweig, germany"
"FI-HCI-00034277","cynapium","","Aveize (Rhône): champs.","",1878,"Fre Fau!ien","FI-HCI-00034277","/CP1_20240402_BATCH_0001/FI-HCI-00034277.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",45.683186,4.476619,"69610 aveize, france"
"FI-HCI-00034278","cynapium","","Königreichs Sachsen, Imvickani* bei Grúnn*.","400 m",1903,"Alfred Lehmann","FI-HCI-00034278","/CP1_20240402_BATCH_0001/FI-HCI-00034278.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",50.5715815,12.3777186,"08485 lengenfeld-grün, germany"
"FI-HCI-00034279","cynapium","Austria","Austro-Hungarica.? Austria superior. In cultis et dumetis ad Aistersheim.","350 m",,"Keck","FI-HCI-00034279","/CP1_20240402_BATCH_0001/FI-HCI-00034279.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","Multisheet",48.1869781,13.7418034,"4676 aistersheim, austria"
"FI-HCI-00034280","","","","",,"ex herb. Levier?","FI-HCI-00034280","/CP1_20240402_BATCH_0001/FI-HCI-00034280.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","Multisheet",,,
"FI-HCI-00034281","cynapium","","Royat, près de Clermont-Fd (Puy-de-Dôme).","",1883,"E. Malinvaud; Jordan de Puyfol; Fro Héribaud-Jh.","FI-HCI-00034281","/CP1_20240402_BATCH_0001/FI-HCI-00034281.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",45.764929,3.054232,"royat, france"
"FI-HCI-00034282","cynapium","","!","",,"ex herb. R. Musei Florentini","FI-HCI-00034282","/CP1_20240402_BATCH_0001/FI-HCI-00034282.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",,,
"FI-HCI-00034283","cynapium","","Delaware.","",1863,"W.M. Canby","FI-HCI-00034283","/CP1_20240402_BATCH_0001/FI-HCI-00034283.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","Multisheet",38.9108325,-75.5276699,"delaware, usa"
"FI-HCI-00034284","","","","",,"collector unknown","FI-HCI-00034284","/CP1_20240402_BATCH_0001/FI-HCI-00034284.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","Multisheet",,,
"FI-HCI-00034285","segelalis","","Hung. Cossus* Castaiferrei* S-Tossfaln*.","",1891,"Marslan*","FI-HCI-00034285","/CP1_20240402_BATCH_0001/FI-HCI-00034285.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",,,
"FI-HCI-00034286","cynapium","","M. Brézon in Savaja.","",1854,"Parlatore","FI-HCI-00034286","/CP1_20240402_BATCH_0001/FI-HCI-00034286.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","",45.0430247,20.0939358,"petra drapšina 2. 9, inđija, serbia"
"FI-HCI-00034287","cynapium","","Décombre, è Langeais. Indre & Loire.","",1852,"W. Clemmens*","FI-HCI-00034287","/CP1_20240402_BATCH_0001/FI-HCI-00034287.jpg","/CP1_20240402_BATCH_0001/Folder-FI-HCI-0021694.jpg","Folder-FI-HCI-0021694","Multisheet",47.3248642,0.4064328,"37130 langeais, france"
